block_size_x,block_size_y,nvml_pwr_limit,sm__warps_active.avg.pct_of_peak_sustained_active,sm__warps_active.max.pct_of_peak_sustained_active,sm__cycles_active.avg.pct_of_peak_sustained_active,temperature,time,times,pwr_temperature,nvml_power,nvml_energy,compile_time,verification_time,benchmark_time,Joules/token,FLOPS/Watt,SM_Active_Avg,Temperature,SM_Eff,strategy_time,framework_time,timestamp,run_label,batch_size,seq_len,nhead,dim_per_head
1,128,185,8.330067069552388,,100.0,64.0,0.0165663999505341,"[0.009920000098645687, 0.02191999927163124, 0.018751999363303185, 0.01711999997496605, 0.016448000445961952, 0.016607999801635742, 0.016704000532627106, 0.01603199914097786, 0.015744000673294067, 0.016416000202298164]",67.0,153.476,0.0025425447988081,0.0,0,0.0,6.207384762715264e-07,13197184181.662706,8.330067069552388,64.0,,1.661395188421011,0.0895876437425613,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,128,200,8.330029592827133,,100.0,64.0,0.0165504000149667,"[0.0098879998549819, 0.021888000890612602, 0.018719999119639397, 0.016863999888300896, 0.016448000445961952, 0.016575999557971954, 0.015936000272631645, 0.01583999954164028, 0.016127999871969223, 0.017216000705957413]",67.0,153.321,0.0025375238806947,0.0,0,0.0,6.195126661852328e-07,13223297031.913486,8.330029592827133,64.0,,1.657396089285612,0.0905478373169899,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,128,215,8.3300447961644,,100.0,64.0,0.0165472001768648,"[0.0098879998549819, 0.021888000890612602, 0.01881599985063076, 0.016992000862956047, 0.016127999871969223, 0.01583999954164028, 0.016127999871969223, 0.01708799973130226, 0.016256000846624374, 0.016448000445961952]",67.0,153.56,0.0025409880591593,0.0,0,0.0,6.203584128807051e-07,13205269453.765469,8.3300447961644,64.0,,1.6744851600378752,0.0903976615518331,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,128,235,8.330034352796302,,100.0,64.0,0.016931200120598,"[0.009920000098645687, 0.021536000072956085, 0.018592000007629395, 0.01788800023496151, 0.016896000131964684, 0.017311999574303627, 0.016704000532627106, 0.016256000846624374, 0.017343999817967415, 0.016863999888300896]",67.0,152.93,0.002589288434443,0.0,0,0.0,6.321504966902011e-07,12958939434.345907,8.330034352796302,64.0,,1.7097140662372112,0.0901289749890565,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,128,250,8.330071127288125,,100.0,64.0,0.0167391999624669,"[0.0098879998549819, 0.022048000246286392, 0.019231999292969704, 0.017472000792622566, 0.016543999314308167, 0.016543999314308167, 0.01635199971497059, 0.016383999958634377, 0.016704000532627106, 0.016224000602960587]",67.0,153.347,0.0025669060966444,0.0,0,0.0,6.266860587510793e-07,13071935916.88606,8.330071127288125,64.0,,1.6664958093315363,0.089248176664114,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,256,100,16.650472996881383,,100.0,64.0,0.0184159998781979,"[0.011071999557316303, 0.02316799946129322, 0.02070399932563305, 0.018592000007629395, 0.017855999991297722, 0.019168000668287277, 0.01881599985063076, 0.01756799966096878, 0.01852799952030182, 0.018688000738620758]",65.0,103.347,0.0019032383394121,0.0,0,0.0,4.64657797708037e-07,17630178682.9097,16.650472996881383,64.0,,1.6713750082999468,0.0918980222195386,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,256,135,16.64926160153372,,100.0,64.0,0.0177664000540971,"[0.01104000024497509, 0.02236800082027912, 0.01974399946630001, 0.017855999991297722, 0.018719999119639397, 0.01788800023496151, 0.017855999991297722, 0.017472000792622566, 0.017376000061631203, 0.017343999817967415]",67.0,139.066,0.002470702189923,0.0,0,0.0,6.031987768366889e-07,13580929396.045372,16.64926160153372,64.0,,1.687563955783844,0.0908391084522008,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,256,150,16.651693581192344,,100.0,64.0,0.0181183998472988,"[0.011071999557316303, 0.023231999948620796, 0.019231999292969704, 0.01820800080895424, 0.018112000077962875, 0.019071999937295914, 0.017920000478625298, 0.01833599992096424, 0.017983999103307724, 0.018015999346971512]",67.0,153.927,0.0027889109332951,0.0,0,0.0,6.808864583240165e-07,12031374541.01288,16.651693581192344,64.0,,1.7335352022200825,0.0913778785616159,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,256,165,16.65051708928974,,100.0,64.0,0.0181375996209681,"[0.011071999557316303, 0.022655999287962914, 0.022175999358296394, 0.01852799952030182, 0.018559999763965607, 0.01756799966096878, 0.018719999119639397, 0.017311999574303627, 0.01772800087928772, 0.017055999487638474]",68.0,170.2,0.0030870194554887,0.0,0,0.0,7.536668592501883e-07,10869523980.59548,16.65051708928974,64.0,,1.745183952152729,0.090417917817831,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,256,185,16.650457722531993,,100.0,64.0,0.0181343999691307,"[0.011071999557316303, 0.023104000836610794, 0.02054399996995926, 0.019231999292969704, 0.017632000148296356, 0.017664000391960144, 0.018559999763965607, 0.01775999926030636, 0.018144000321626663, 0.017632000148296356]",69.0,186.644,0.0033846769478384,0.0,0,0.0,8.263371454683693e-07,9913629134.215866,16.650457722531993,64.0,,1.738694030791521,0.0919178128242492,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,256,200,16.650893063564958,,100.0,64.0,0.0179775998927652,"[0.011103999800980091, 0.0225600004196167, 0.019328000023961067, 0.018144000321626663, 0.019200000911951065, 0.018239999189972878, 0.01849599927663803, 0.017535999417304993, 0.017664000391960144, 0.017503999173641205]",70.0,188.733,0.0033929663605612,0.0,0,0.0,8.283609278714038e-07,9889408981.48173,16.650893063564958,64.0,,1.726123970001936,0.0897580757737159,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,256,215,16.650173968545147,,100.0,64.0,0.0182495999149978,"[0.011071999557316303, 0.023423999547958374, 0.019807999953627586, 0.01836800016462803, 0.019392000511288643, 0.018751999363303185, 0.018239999189972878, 0.017472000792622566, 0.017952000722289085, 0.018015999346971512]",70.0,188.439,0.0034389363583822,0.0,0,0.0,8.395840718706723e-07,9757212260.765564,16.650173968545147,64.0,,1.721874112263322,0.0901978928595781,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,256,235,16.649953911901903,,100.0,63.0,0.0179935998283326,"[0.011071999557316303, 0.023072000592947006, 0.019711999222636223, 0.018432000651955605, 0.0180479995906353, 0.018688000738620758, 0.01759999990463257, 0.01775999926030636, 0.018303999677300453, 0.01724799908697605]",69.0,188.354,0.0033891665020657,0.0,0,0.0,8.274332280434011e-07,9900496768.024776,16.649953911901903,63.0,,1.655686181038618,0.0914977863430976,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,256,250,16.650189728956637,,100.0,64.0,0.0184127999469637,"[0.01119999960064888, 0.023072000592947006, 0.020255999639630318, 0.018848000094294548, 0.01836800016462803, 0.019711999222636223, 0.017855999991297722, 0.017664000391960144, 0.01897599920630455, 0.01817600056529045]",70.0,188.607,0.0034727829595969,0.0,0,0.0,8.478474022453609e-07,9662116058.037169,16.650189728956637,64.0,,1.670975936576724,0.0897881109267473,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,512,100,33.0084323154332,,100.0,64.0,0.0250016001984477,"[0.01696000061929226, 0.029472000896930695, 0.028384000062942505, 0.026048000901937485, 0.025439999997615814, 0.025407999753952026, 0.024960000067949295, 0.0244159996509552, 0.024191999807953835, 0.02473600022494793]",65.0,102.123,0.002553238417066,0.0,0,0.0,6.233492229165222e-07,13141910984.778845,33.0084323154332,64.0,,1.6719650011509657,0.1066578552126884,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,512,115,33.006992974370945,,100.0,64.0,0.0248127998784184,"[0.016575999557971954, 0.029023999348282814, 0.027456000447273254, 0.02518399991095066, 0.029343999922275543, 0.02505600079894066, 0.02412799932062626, 0.023231999948620796, 0.0244159996509552, 0.023711999878287315]",66.0,117.199,0.0029080353329507,0.0,0,0.0,7.099695637086825e-07,11538522802.593512,33.006992974370945,64.0,,1.6608950681984425,0.0911678653210401,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,512,135,33.04177623467063,,100.0,64.0,0.0209343999624252,"[0.013248000293970108, 0.026335999369621277, 0.022175999358296394, 0.02223999984562397, 0.021568000316619873, 0.021568000316619873, 0.02099199965596199, 0.02067199908196926, 0.020160000771284103, 0.02038400061428547]",67.0,138.748,0.0029046061259865,0.0,0,0.0,7.091323549771914e-07,11552145297.70467,33.04177623467063,64.0,,1.7003552056849005,0.0932277180254459,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,512,150,33.03822803052387,,100.0,62.0,0.0208064001053571,"[0.013248000293970108, 0.02537599951028824, 0.02252800017595291, 0.022495999932289124, 0.02179200015962124, 0.02112000063061714, 0.02051199972629547, 0.020160000771284103, 0.020255999639630318, 0.020576000213623047]",66.0,153.575,0.0031953428961802,0.0,0,0.0,7.801130117627508e-07,10501042639.308475,33.03822803052387,62.0,,1.8562509212642908,0.0907781068235635,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,512,165,33.015033375607906,,100.0,64.0,0.024239999987185,"[0.01651199907064438, 0.028896000236272812, 0.027103999629616737, 0.026016000658273697, 0.024831999093294144, 0.0244159996509552, 0.023711999878287315, 0.023296000435948372, 0.023840000852942467, 0.02377600036561489]",69.0,168.667,0.0040884880778385,0.0,0,0.0,9.98166034628548e-07,8207051448.157645,33.015033375607906,64.0,,1.8556409049779177,0.0909480731934309,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,512,185,33.013796601518,,100.0,64.0,0.0242399996146559,"[0.016607999801635742, 0.02864000014960766, 0.027295999228954315, 0.025599999353289604, 0.02486399933695793, 0.024351999163627625, 0.02393599972128868, 0.02332800067961216, 0.02364799939095974, 0.02412799932062626]",70.0,189.588,0.0045956130469433,0.0,0,0.0,1.121975841538915e-06,7301404982.805832,33.013796601518,64.0,,1.8900108989328144,0.0911781098693609,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,512,200,33.00091303682146,,100.0,64.0,0.024044799990952,"[0.01664000004529953, 0.028416000306606293, 0.02687999978661537, 0.02534399926662445, 0.024512000381946564, 0.024480000138282776, 0.023584000766277313, 0.023072000592947006, 0.023135999217629433, 0.024383999407291412]",71.0,204.322,0.0049128816237512,0.0,0,0.0,1.1994339901736567e-06,6829888153.172935,33.00091303682146,64.0,,1.8476019613444803,0.0937681179493665,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,512,215,33.009727323705754,,100.0,65.0,0.0240831999108195,"[0.01664000004529953, 0.02848000079393387, 0.026847999542951584, 0.025119999423623085, 0.024159999564290047, 0.0244159996509552, 0.024159999564290047, 0.023615999147295952, 0.02380800060927868, 0.023584000766277313]",72.0,209.645,0.0050489224453037,0.0,0,0.0,1.2326470813729885e-06,6645860054.992635,33.009727323705754,65.0,,1.8853300716727968,0.0904789194464683,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,512,235,33.00087436330908,,100.0,65.0,0.0240287998691201,"[0.016767999157309532, 0.028384000062942505, 0.02691200003027916, 0.024831999093294144, 0.02454400062561035, 0.0244159996509552, 0.023903999477624893, 0.023615999147295952, 0.023104000836610794, 0.02380800060927868]",72.0,209.509,0.0050342498317794,0.0,0,0.0,1.2290649003367887e-06,6665229800.114889,33.00087436330908,65.0,,1.8821009434759617,0.0936179421842098,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,512,250,33.01673869170554,,100.0,65.0,0.0238848000764846,"[0.016672000288963318, 0.028672000393271446, 0.026847999542951584, 0.025280000641942024, 0.02393599972128868, 0.02364799939095974, 0.023711999878287315, 0.02348800003528595, 0.02300800010561943, 0.023584000766277313]",72.0,209.974,0.0050151870112597,0.0,0,0.0,1.2244108914208482e-06,6690564464.428868,33.01673869170554,65.0,,1.763282809406519,0.0926190987229347,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,1024,115,65.91683483273398,,100.0,63.0,0.0368960006162524,"[0.029184000566601753, 0.04182400181889534, 0.03984000161290169, 0.0382080003619194, 0.03728000074625015, 0.03702399879693985, 0.036448001861572266, 0.03673600032925606, 0.03622400015592575, 0.03619199991226196]",65.0,116.43,0.0042958013517502,0.0,0,0.0,1.0487796268921557e-06,7810983155.9899,65.91683483273398,63.0,,1.7602338921278715,0.091788126155734,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,1024,135,66.02280477806886,,100.0,63.0,0.0303520001471042,"[0.022911999374628067, 0.03446400165557861, 0.03292800113558769, 0.03161599859595299, 0.030432000756263733, 0.03062400035560131, 0.030271999537944794, 0.03049599938094616, 0.029823999851942062, 0.029952000826597214]",66.0,136.389,0.0041396789480634,0.0,0,0.0,1.010663805679542e-06,8105563842.262986,66.02280477806886,63.0,,1.7967030871659515,0.0937578734010458,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,1024,150,66.00880439117289,,100.0,63.0,0.0301087999716401,"[0.023135999217629433, 0.03478400036692619, 0.0326399989426136, 0.03145600110292435, 0.030079999938607216, 0.03001599945127964, 0.029791999608278275, 0.029888000339269638, 0.02940800040960312, 0.029888000339269638]",68.0,155.685,0.0046874885235847,0.0,0,0.0,1.144406377828318e-06,7158296352.337309,66.00880439117289,63.0,,1.737954095005989,0.0908877700567245,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,1024,185,65.91758469122769,,100.0,65.0,0.0366432001814246,"[0.029120000079274178, 0.04095999896526337, 0.039712000638246536, 0.038495998829603195, 0.03721600025892258, 0.03673600032925606, 0.03673600032925606, 0.03577600046992302, 0.03580800071358681, 0.03587200120091438]",71.92857142857143,190.23,0.0069706359705124,0.0,0,0.0,1.70181542248838e-06,4813683018.585957,65.91758469122769,65.0,,1.802902901545167,0.0914081465452909,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,1024,200,65.9105645959828,,100.0,65.0,0.0370240004733204,"[0.029023999348282814, 0.04179200157523155, 0.039872001856565475, 0.038047999143600464, 0.03702399879693985, 0.03731200098991394, 0.03641600161790848, 0.036768000572919846, 0.036607999354600906, 0.037376001477241516]",72.0,202.543,0.0074989521278677,0.0,0,0.0,1.8307988593427128e-06,4474549434.087514,65.9105645959828,65.0,,1.780834048986435,0.0929478555917739,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,1024,215,65.9169924327802,,100.0,64.0,0.0371680000796914,"[0.029120000079274178, 0.041439998894929886, 0.03964800015091896, 0.03798399865627289, 0.03814399987459183, 0.03731200098991394, 0.03932800143957138, 0.03657599911093712, 0.036320000886917114, 0.03580800071358681]",72.0,213.7,0.00794280161703,0.0,0,0.0,1.939160551032728e-06,4224508381.029735,65.9169924327802,64.0,,1.8166929949074984,0.0908579677343368,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,1024,235,65.91485808683166,,100.0,66.0,0.0367616003379225,"[0.02921600081026554, 0.041120000183582306, 0.03923200070858002, 0.03779200091958046, 0.03743999823927879, 0.03731200098991394, 0.036896001547575, 0.03612799942493439, 0.03612799942493439, 0.0363520011305809]",73.0,214.914,0.0079005825750242,0.0,0,0.0,1.92885316773054e-06,4247083260.1729794,65.91485808683166,66.0,,1.816862029954791,0.0954079441726207,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
2,16,100,2.083333333333333,,100.0,66.0,0.0168383996002376,"[0.009696000255644321, 0.021663999184966087, 0.018880000337958336, 0.01759999990463257, 0.01724799908697605, 0.017632000148296356, 0.01679999940097332, 0.01651199907064438, 0.016063999384641647, 0.016287999227643013]",66.0,102.1685,0.0017203540295568,0.0,0,0.0,4.200083079972842e-07,19504376089.75337,2.083333333333333,66.0,,1.8107930663973093,0.0895580742508173,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
2,16,115,2.083333333333333,,100.0,65.0,0.0164352000690996,"[0.009696000255644321, 0.021536000072956085, 0.01836800016462803, 0.018015999346971512, 0.016704000532627106, 0.016543999314308167, 0.016448000445961952, 0.015968000516295433, 0.015359999611973763, 0.01571200042963028]",66.0,116.619,0.0019166565968583,0.0,0,0.0,4.679337394673667e-07,17506752151.115837,2.083333333333333,65.0,,1.8034318927675488,0.0932379625737667,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
2,16,135,2.083333333333333,,100.0,65.0,0.0162112000398337,"[0.009727999567985535, 0.021856000646948814, 0.018880000337958336, 0.016896000131964684, 0.016127999871969223, 0.016224000602960587, 0.01568000018596649, 0.015615999698638916, 0.015615999698638916, 0.01548799965530634]",66.0,116.492,0.0018884751150403,0.0,0,0.0,4.610534948828899e-07,17768003259.75365,2.083333333333333,65.0,,1.8341320101171728,0.0906679779291153,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
2,16,150,2.083333333333333,,100.0,65.0,0.0162079999223351,"[0.009696000255644321, 0.021247999742627144, 0.018688000738620758, 0.01756799966096878, 0.016383999958634377, 0.016287999227643013, 0.015296000055968761, 0.015552000142633915, 0.016063999384641647, 0.015296000055968761]",66.0,116.626,0.0018902741989422,0.0,0,0.0,4.614927243511374e-07,17751092417.58474,2.083333333333333,65.0,,1.8209819681942463,0.0916479621082544,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
2,16,165,2.083333333333333,,100.0,65.0,0.0161024000495672,"[0.009727999567985535, 0.02115200087428093, 0.018271999433636665, 0.016767999157309532, 0.0161920003592968, 0.015968000516295433, 0.015647999942302704, 0.014976000413298607, 0.015135999768972397, 0.017184000462293625]",66.0,116.568,0.0018770245689779,0.0,0,0.0,4.582579514106329e-07,17876394669.820724,2.083333333333333,65.0,,1.8301818054169416,0.0927180517464876,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
2,16,185,2.083333333333333,,100.0,65.0,0.0162208002060651,"[0.009696000255644321, 0.021856000646948814, 0.018400000408291817, 0.016896000131964684, 0.016224000602960587, 0.016383999958634377, 0.016095999628305435, 0.015647999942302704, 0.015424000099301338, 0.015584000386297703]",66.0,116.408,0.0018882309103876,0.0,0,0.0,4.609938746063563e-07,17770301193.253742,2.083333333333333,65.0,,1.8215121235698464,0.0898977741599083,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
2,16,200,2.083333333333333,,100.0,65.0,0.0165120000950992,"[0.009696000255644321, 0.022048000246286392, 0.018624000251293182, 0.017632000148296356, 0.01583999954164028, 0.016256000846624374, 0.01727999933063984, 0.01664000004529953, 0.01539199985563755, 0.01571200042963028]",65.0,116.302,0.0019203786350602,0.0,0,0.0,4.688424402002513e-07,17472820925.727303,2.083333333333333,65.0,,1.846550963819027,0.1060080248862505,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
2,16,215,2.083333333333333,,100.0,65.0,0.0163455999456346,"[0.009696000255644321, 0.021695999428629875, 0.01849599927663803, 0.01759999990463257, 0.016863999888300896, 0.016416000202298164, 0.015936000272631645, 0.015615999698638916, 0.015424000099301338, 0.01571200042963028]",65.0,116.508,0.0019043931584659,0.0,0,0.0,4.6493973595361243e-07,17619487788.45034,2.083333333333333,65.0,,1.876321155577898,0.0905876513570547,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
2,16,235,2.083333333333333,,100.0,64.0,0.0162720000371336,"[0.009696000255644321, 0.021376000717282295, 0.018783999606966972, 0.017343999817967415, 0.016416000202298164, 0.016575999557971954, 0.015936000272631645, 0.015615999698638916, 0.01532800029963255, 0.015647999942302704]",65.0,116.22,0.0018911318443156,0.0,0,0.0,4.617021104286323e-07,17743042136.83312,2.083333333333333,64.0,,1.8533021211624143,0.0926279462873935,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
